datum,kumulativni_pocet_testu,I_d_cr,I_d,mean_waiting,all_tests
2020-04-08,109887,4500,23.607671597902325,7.1528662420382165,44.429637947252175
2020-04-09,118067,4565,23.948671298760914,8.503597122302159,42.91350081574245
2020-04-10,123769,4582,24.037855835908548,8.131868131868131,29.913542989164235
2020-04-11,128660,4614,24.205732611715852,6.267857142857142,25.65891595229784
2020-04-12,131910,4588,24.069332731372413,5.659574468085108,17.049985042929457
2020-04-13,135125,4535,23.79128682144157,6.7666666666666675,16.86636981939022
2020-04-14,141298,4415,23.161748912164175,8.718446601941748,32.384479283078015
2020-04-15,149774,4370,22.92567219618515,8.226666666666668,44.46636099196002
2020-04-16,158155,4227,22.175472854296245,8.64179104477612,43.96797681378209
2020-04-17,166443,4014,21.058043065328874,7.263888888888888,43.480084934092105
2020-04-18,172048,3963,20.790489453885986,8.73913043478261,29.40466651249834
2020-04-19,176075,3896,20.438997454539443,8.44,21.12624300550059
2020-04-20,182642,3804,19.956351724093434,7.720588235294117,34.45146208520546
2020-04-21,190983,3698,19.400259904231735,7.442857142857143,43.75813084402296
2020-04-22,199801,3493,18.324799309216186,6.647887323943663,46.2605440334006
2020-04-23,207702,3310,17.364753997568155,8.795454545454545,41.449825176672505
2020-04-24,214831,3129,16.415200984408084,8.051282051282051,37.399797960321266
2020-04-25,219277,3059,16.047970537329604,6.137931034482759,23.3243795387275
2020-04-26,222658,3028,15.885339910766275,8.571428571428571,17.737230593890615
2020-04-27,230412,2871,15.061694479461687,6.411764705882352,40.678641237807696
2020-04-28,239153,2764,14.500356510356006,4.615384615384615,45.856590541614274
2020-04-29,246475,2649,13.897049347298504,9.735294117647056,38.41230476440907
2020-04-30,253871,2544,13.346203676680783,5.705882352941178,38.80051980846347
2020-05-01,258368,2470,12.957988632626385,12.153846153846152,23.59193315017039
2020-05-02,262253,2392,12.548788991596082,3.333333333333333,20.381289812855673
2020-05-03,266134,2302,12.076635559638035,5.294117647058823,20.360305215879762
2020-05-04,273890,2171,11.389390008676877,5.093023255813954,40.68913353629565
2020-05-05,283273,2074,10.880513532010985,10.365853658536585,49.224618356248335
2020-05-06,291325,1971,10.34016015988122,8.9375,42.24199371251323
2020-05-07,298924,1857,9.742099146067693,8.885714285714286,39.86548810499106
2020-05-08,303434,1834,9.621437713456194,5.571428571428571,23.660133090342107
2020-05-09,307222,1776,9.317161057305453,2.642857142857143,19.87241333618978
2020-05-10,311274,1750,9.180761176962015,3.631578947368421,21.25739673660005
2020-05-11,319083,1673,8.776807685175687,6.448275862068965,40.9671794462265
2020-05-12,327838,1625,8.524992521464728,6.928571428571429,45.93003663102997
2020-05-13,335525,1536,8.05808523875066,7.866666666666666,40.32714923846115
2020-05-14,342427,1520,7.974146850847008,8.25,36.20892208193819
2020-05-15,349217,1493,7.832500821259594,6.954545454545454,35.621353366612624
2020-05-16,353414,1500,7.869223865967442,6.277777777777778,22.018088376976902
2020-05-17,356967,1470,7.711839388648093,3.3846153846153846,18.63956826385488
2020-05-18,364425,1490,7.816762373527659,4.190476190476192,39.12578106159012
2020-05-19,372761,1497,7.8534854182355085,3.7428571428571433,43.73190009780306
2020-05-20,380279,1479,7.759054731843897,3.736842105263158,39.44055001622882
2020-05-21,387569,1423,7.465270374181112,8.2,38.24442798860177
2020-05-22,395317,1419,7.4442857772052,3.1481481481481484,40.64716434234383
2020-05-23,400376,1456,7.638393299232397,4.0588235294117645,26.540269025286193
2020-05-24,404225,1491,7.822008522771638,4.636363636363637,20.192428440072455
2020-05-25,411733,1452,7.6174087022564825,6.0,39.38808852378904
2020-05-26,418974,1428,7.491501120401004,3.882352941176471,37.98736667564683
2020-05-27,425820,1385,7.265916702909937,3.807692307692308,35.915137724275404
2020-05-28,431833,1392,7.302639747617786,4.235294117647058,31.545095404041486
2020-05-29,437946,1384,7.260670553665959,6.882352941176472,32.069710328439314
2020-05-30,441494,1382,7.250178255178003,4.285714285714286,18.61333751763499
2020-05-31,443635,1402,7.355101240057569,1.8888888888888888,11.23200553135753
2020-06-01,449356,1362,7.1452552702984375,4.413793103448277,30.013219824799823
2020-06-02,455834,1352,7.092793777858653,5.833333333333332,33.984554802491395
2020-06-03,461147,1351,7.087547628614676,4.363636363636363,27.87279093325668
2020-06-04,466158,1353,7.098039927102633,5.375,26.288453861575235
2020-06-05,470331,1317,6.909178554319414,4.2,21.892180795121423
2020-06-06,472481,1326,6.956393897515218,5.36,11.279220874553333
2020-06-07,474608,1358,7.124270673322524,2.333333333333333,11.158559441941833
2020-06-08,479292,1375,7.213455210470156,3.8947368421052633,24.572963058794333
2020-06-09,483844,1385,7.265916702909937,3.4242424242424243,23.880471358589197
2020-06-10,487912,1379,7.234439807446067,5.5555555555555545,21.341335124503704
2020-06-11,491651,1400,7.3446089415696125,4.482758620689656,19.615352023234845
2020-06-12,495377,1395,7.318378195349722,5.727272727272728,19.547152083063125
2020-06-13,497029,1421,7.454778075693157,2.25,8.666638551052143
2020-06-14,498150,1439,7.549208762084767,5.533333333333332,5.880933302499669
2020-06-15,501823,1439,7.549208762084767,6.117647058823528,19.269106173132275
2020-06-16,505846,1439,7.549208762084767,4.3023255813953485,21.10525840852468
2020-06-17,509882,1433,7.517731866620897,3.947368421052632,21.173458348696396
2020-06-18,514285,1497,7.8534854182355085,4.088235294117647,23.09879512123643
2020-06-19,517859,1568,8.225962014557966,3.2432432432432434,18.749737397978425
2020-06-20,519558,1599,8.388592641121294,3.9375,8.913207565519123
2020-06-21,520871,1624,8.51974637222075,3.2857142857142856,6.888193957343501
2020-06-22,524781,1619,8.493515626000859,4.379310344827586,20.512443543955133
2020-06-23,529348,1655,8.682376998784077,4.264150943396227,23.95916359724887
2020-06-24,533635,1706,8.949930610226971,3.6101694915254243,22.49024180893495
2020-06-25,537682,1721,9.028622848886645,4.957446808510638,21.23116599038016
2020-06-26,542215,1813,9.511268579332649,3.513888888888889,23.78079452295361
2020-06-27,544769,2052,10.76509824864346,5.625,13.398665169120564
2020-06-28,547192,2341,12.281235380153186,2.845360824742268,12.711419618159407
2020-06-29,551677,2492,13.073403915993909,6.083333333333332,23.52897935924265
2020-06-30,556089,2574,13.50358815400013,5.54054054054054,23.146010464432237
2020-07-01,560682,2556,13.40915746760852,4.590163934426228,24.095563477592307
2020-07-02,565347,2612,13.702941825271303,4.407407407407407,24.473286223158745
2020-07-03,570456,2666,13.986233884446133,4.287356321839081,26.80257648748511
2020-07-04,572143,2732,14.3324797345487,5.065217391304348,8.850253774591383
2020-07-05,573667,2764,14.500356510356006,3.4736842105263164,7.995131447822921
2020-07-06,575381,2783,14.600033345991594,7.224137931034483,8.991899804178797
2020-07-07,579540,2799,14.683971733895245,4.508771929824562,21.818734705705726
2020-07-08,584946,2732,14.3324797345487,4.9818181818181815,28.36068281294666
2020-07-09,589628,2695,14.138372212521505,5.35,24.562470760306375
2020-07-10,594961,2724,14.290510540596877,6.037037037037037,27.977713918136246
2020-07-11,597282,2632,13.807864810150873,4.137931034482759,12.176312395273621
2020-07-12,599069,2541,13.330465228948846,4.95,9.374868698989212
2020-07-13,603493,2326,12.202543141493516,5.144736842105263,23.208964255359977
2020-07-14,608295,2296,12.045158664174163,5.0344827586206895,25.19200866958377
2020-07-15,612989,2322,12.1815585445176,5.132352941176472,24.625424551234115
2020-07-16,617719,2326,12.202543141493516,4.8243243243243255,24.814285924017334
2020-07-17,622446,2262,11.866789589878902,4.171875,24.7985474762854
2020-07-18,624780,2297,12.050404813418142,5.085714285714285,12.24451233544534
2020-07-19,626610,2336,12.255004633933293,4.0625,9.60045311648028
2020-07-20,632395,2386,12.517312096132212,4.575757575757576,30.348973376414435
2020-07-21,638484,2502,13.125865408433693,4.422222222222223,31.943802746583835
2020-07-22,645093,2644,13.87081860107861,4.166666666666667,
2020-07-23,650650,2801,14.694464032383205,4.2673267326732685,
2020-07-24,656888,3026,15.874847612278321,4.026548672566372,
2020-07-25,660225,3137,16.45717017835991,4.866666666666666,
2020-07-26,661997,3229,16.939815908805908,3.9642857142857135,
2020-07-27,668513,3362,17.637553758255027,4.576086956521738,
2020-07-28,676330,3566,18.7077682040266,4.659420289855072,
2020-07-29,683630,3750,19.673059664918608,4.4,
2020-07-30,691158,3926,20.596381931858787,4.056451612903226,
2020-07-31,699276,4046,21.22591984113618,3.6944444444444446,
2020-08-01,703929,4137,21.703319422338204,3.42,
2020-08-02,706564,4211,22.091534466392602,4.042553191489361,
2020-08-03,713964,4294,22.526964853642802,4.5,
2020-08-04,722107,4465,23.42405637436309,5.73202614379085,
2020-08-05,728799,4623,24.252947954911647,3.4086021505376345,
2020-08-06,735501,4752,24.929701207384852,4.826086956521738,
