zuj,orp,cnt,x,y,name
581801,6202,194,1119272.4411855673,601286.536701031,Křetín
589837,7108,173,1145635.446473989,563235.5776300584,Ondratice
568023,4214,417,972606.5900479618,759216.600839329,Chuderov
581267,5315,112,1066342.6774999998,601259.8133928571,Žampach
573426,5306,69,1088532.7337681155,595069.9165217392,Anenská Studánka
584037,6216,460,1162316.112000001,586261.4758260866,Tvarožná
598666,6109,22,1122277.0986363636,707018.2972727272,Zlátenka
546127,3104,2036,1163237.6966404696,684806.1923231846,Dačice
575062,5309,132,1056886.1251515152,639049.7033333333,Choteč
597988,8114,413,1074503.0800242133,518122.9454721553,Zátor
581577,6217,76,1139316.7338157897,602601.1921052631,Hluboké Dvory
587699,6113,77,1150165.0035064935,642453.0440259741,Valdíkov
540234,7113,231,1093774.3197402593,569146.4865367967,Lukavice
500127,4106,56,1010864.6132142859,839453.3594642857,Doupovské Hradiště
571342,2105,131,1032321.2996946562,750877.6670992363,Svrkyně
597287,8120,322,1078471.5971739134,539662.9927329192,Dolní Moravice
596558,6108,111,1115274.6138738743,634921.410990991,Radňovice
593966,6212,181,1172893.9987845302,627600.0511049725,Dolní Dubňany
536890,3101,94,1104747.779787234,786077.6680851062,Uzeničky
576981,5104,670,990894.1709552236,655583.8069402983,Benecko
558346,3210,289,1087577.355328719,834901.29183391,Soběkury
579971,5315,445,1070776.6953932585,587636.1999325836,Bystřec
532029,2108,650,1061113.5899230763,783458.4123846154,Žebrák
554022,3212,77,1082548.2183116886,847117.3520779221,Neuměř
531693,2108,349,1062454.0290257873,780857.3214040112,Praskolesy
567078,4206,199,972307.457386934,806967.6664824119,Brandov
575721,5309,220,1050954.112681818,650141.4999090908,Staré Ždánice
559580,3208,1304,1070411.7064033728,829517.012883435,Vejprnice
570125,5205,98,1046686.9453061229,661829.4871428573,Chudeřice
555193,4202,205,973662.0151219518,748570.0978536584,Těchlovice
550591,6106,26,1175907.7115384617,673025.6019230771,Jiratice
582492,6202,96,1131615.9445833329,602567.9037500002,Štěchov
580414,5313,126,1072681.3996031748,610120.0444444442,Jehnědí
596051,6101,246,1115318.2132926825,624719.361422764,Lísek
534510,2112,411,1070295.8868369812,708395.3704379557,Úžice
572675,5207,125,1026402.5244000001,677872.9579999998,Běchary
538698,2122,306,1059755.3454248374,734943.9216666665,Radějovice
596876,6115,282,1106698.9786524824,641833.564680851,Škrdlovice
542539,4205,98,991951.632244898,760724.7637755101,Píšťany
533815,2110,198,1052527.3940404025,673563.1917676765,Uhlířská Lhota
541281,2123,1670,1090458.833622755,749383.7275389225,Sedlčany
577197,5104,1259,995451.062049245,658630.0257505956,Jilemnice
582221,6202,113,1118120.9429203542,601848.4262831858,Prostřední Poříčí
563960,5105,908,985010.8594713662,694352.6122577083,Český Dub
534374,2112,637,1072565.446326531,710370.2361538457,Samopše
584789,6211,435,1198803.1131724142,601069.2779540232,Perná
584592,6207,425,1183338.797035294,592242.5470588235,Křepice
590321,6106,146,1168609.8369863012,653018.7461643837,Blatnice
574228,5201,212,1009096.5058490562,601202.1637735845,Martínkovice
593125,6219,179,1151482.494636871,576369.859385475,Ježkovice
509191,3114,99,1175463.2407070699,732134.7263636367,Cep
578681,5312,188,1115484.2592553194,598782.8013297868,Rozhraní
574295,5206,130,1031002.221923077,631334.4346923076,Nový Ples
570711,5205,63,1041177.005873016,650929.9098412698,Radíkovice
579327,5203,221,1018476.4879638,634904.1328959276,Choustníkovo Hradiště
537071,3109,90,1147413.7525555552,789401.0806666667,Lipovice
555657,4103,866,1032692.5531177825,844226.5228752869,Toužim
591840,6113,355,1148850.079549295,646904.3876056332,Trnava
532924,2101,316,1073765.149683544,732449.6528481008,Bukovany
587982,6105,150,1139972.6683999998,671739.9785999998,Suchá
571164,5304,4239,1070775.2417810836,647109.0235786752,Chrudim
560286,4107,2016,1014564.5482738141,866172.6390823452,Sokolov
530352,2101,250,1075051.5338399992,717315.4962000003,Ostředek
557544,3214,215,1125206.2544651164,812704.4229767441,Žichovice
578011,4103,68,1028640.3052941178,853438.3279411766,Chodov
534722,2114,479,1020210.5320668053,725984.3374321511,Byšice
572128,5207,115,1021936.9757391308,666928.0190434778,Vrbice
593621,6219,365,1155637.9344383557,559934.3539178078,Švábenice
589616,7108,105,1137774.8707619046,548888.0877142856,Klopotovice
505366,7107,709,1128309.4483074741,536160.1831875884,Tršice
563366,3112,104,1121915.7542307687,744534.533365385,Bečice
575437,5309,414,1065909.9367632845,646015.5600724636,Ostřešany
555797,3205,383,1118340.7159268926,834688.5515143604,Běšiny
599778,3102,33,1169237.6436363633,763198.7218181816,Závraty
588032,6105,1688,1140539.4231635248,678401.1027251172,Třešť
564516,5109,171,989927.3874269004,690452.8700000001,Vlastibořice
584924,6207,591,1194624.1424365484,593835.1750930625,Šakvice
599344,8105,2348,1133843.0721848486,478298.5999190799,Frenštát pod Radhoštěm
537331,2118,737,1036915.9921031197,703561.0053459966,Kostomlaty nad Labem
537918,4103,546,1009282.6683882781,847721.0849633703,Dalovice
507181,8107,378,1126485.9381216927,466785.69973545015,Pržno
558711,3208,134,1062687.4849253728,830254.1322388059,Čeminy
546763,4205,57,989667.8638596492,747527.1038596489,Horní Řepčice
559121,3208,78,1055534.6325641025,830597.7417948719,Kunějovice
599123,3112,163,1127834.5438036805,735210.6720245401,Ústrašice
569381,7106,140,1095958.2557857144,573852.265,Mírov
554456,3202,298,1109714.997583891,856670.8612416099,Všeruby
564761,2122,144,1062496.7446527777,714374.8262500002,Konojedy
578088,3205,65,1093521.7281538462,836880.6361538463,Biřkov
569208,6102,67,1114678.5038805974,654525.987164179,Olešenka
563323,4204,470,1008001.7775957442,820536.3858723402,Radonice
592846,7208,371,1188377.7380053904,515072.8761725067,Záhorovice
558141,3209,544,1083031.6266727927,813954.7624448522,Nezvěstice
560197,3101,41,1117496.4990243905,792549.5470731708,Lažany
559695,3206,624,1037122.9964903841,818911.5067628204,Žihle
595454,6101,295,1114216.6433898313,618752.2810508475,Dalečín
596060,6108,64,1108131.1926562504,625793.59171875,Líšná
563226,4204,261,993068.9328735635,830130.280038314,Měděnec
597066,6114,85,1137342.9374117646,623806.6296470589,Vidonín
579742,5215,610,983886.974278687,650483.0313606551,Špindlerův Mlýn
585530,7209,401,1180859.3936159592,492807.1349127181,Nedašov
544612,3102,168,1165063.8694047616,769452.7097023813,Jankov
568813,8106,277,1128159.2943682314,457917.54454873624,Pražmo
532533,2124,197,1026890.4860913698,770387.3918781724,Ledce
515191,7109,285,1143520.2861052642,546403.9309473684,Lobodice
585467,7213,705,1158131.6951063825,515473.97469503485,Lukov
582247,6201,412,1139092.6674999995,593177.4061650484,Ráječko
589896,7108,1230,1133717.5612764216,566262.1569430898,Plumlov
597996,7102,1179,1049286.416098389,531092.4461747248,Zlaté Hory
581917,6202,2410,1121055.7797800815,596014.8919460572,Letovice
537705,2106,544,1045469.1566176467,707316.0055514709,Poříčany
574368,5211,73,1026934.8128767124,615149.1834246576,Přibyslav
565075,4208,407,1005174.6963144948,768791.9508845205,Křesín
570362,5212,251,1038437.0616334657,670570.8909561743,Lužec nad Cidlinou
573973,5209,228,1024383.0116228071,610603.9715789473,Česká Čermná
560782,3213,84,1056036.4375,849123.1814285717,Cebiv
547930,6110,160,1139029.4083749992,690906.3938749997,Horní Ves
597074,6101,347,1118539.8662536023,614475.2344956775,Vír
589977,7108,344,1139774.9487500004,579065.3501453487,Rozstání
576735,5213,261,1047249.0581992333,596634.3314942523,Říčky v Orlických horách
593346,6219,245,1157517.3976734693,562498.276734694,Moravské Málkovice
598569,8106,1091,1113217.0629422555,471104.47578368505,Paskov
570451,5205,924,1036823.8583441544,654395.9745454546,Nechanice
579106,5215,185,1004083.0095135132,641199.2103783782,Čermná
599298,2120,100,1100812.0998000002,784679.1039,Drahenice
540781,2107,617,1073623.198119934,759853.74158833,Mokrovraty
530182,3201,263,1084449.9146007597,813076.1319771861,Žákava
564265,5102,1168,958176.734520548,673972.7017208907,Nové Město pod Smrkem
546054,3104,248,1168893.1907661278,688531.3108870962,Cizkrajov
552097,3110,120,1142036.946,740148.2554166669,Borkovice
569054,7110,71,1105508.835633803,551020.1850704225,Strukov
571008,5205,160,1046858.9091250005,653839.4771249996,Syrovátka
535192,2114,169,1015214.6985207096,743257.2891715975,Spomyšl
570222,5205,101,1033467.9705940597,632259.0144554456,Lejšovka
575887,5309,115,1067022.5448695647,641059.8311304349,Úhřetická Lhota
539473,4105,58,1040320.7296551724,861243.2575862071,Ovesné Kladruby
591815,6113,142,1153587.5930985906,663081.8071830987,Štěměchy
560413,4104,404,1002769.2111138612,866454.2561386129,Jindřichovice
539091,2122,355,1063383.9868169015,719493.4925915495,Zvánovice
545929,4202,173,967922.6101156065,738149.8409248552,Horní Habartice
587940,6112,44,1158011.708181818,679997.9931818182,Strachoňovice
569348,6111,154,1098309.7861688316,677389.8395454545,Příseka
598755,6110,98,1125160.6527551017,692211.7623469391,Putimov
581909,6201,158,1142617.0749999995,600376.7645569621,Lažany
587281,6105,49,1126835.8475510203,677803.928979592,Ježená
577871,5308,139,1110170.3312949636,591986.1062589932,Březina
583880,6221,290,1175366.705655173,603457.0375862068,Sobotovice
596761,6114,144,1140061.8320833324,627414.4656249998,Skřinářov
553051,8117,330,1091429.8466666662,505852.7504242426,Dolní Životice
552925,3112,114,1127869.8533333326,752938.2289473687,Radětice
597082,6114,188,1143550.1159574457,625773.711542553,Vlkov
531791,2102,272,1054728.73922794,777884.4918749994,Svatá
531375,2102,309,1053412.0427831705,783823.9344012936,Kublov
599522,2115,63,1010120.8142857144,696468.9833333333,Husí Lhota
598089,8106,1083,1120365.0119390588,462742.8686057249,Dobrá
533301,2106,642,1054202.316433021,717509.2819314647,Doubravčice
587087,6105,89,1122061.0215730336,682323.5587640452,Dudín
548090,6103,283,1105305.6006360417,686963.0756537102,Kaliště
573604,6111,73,1096637.050684932,676827.3056164387,Služátky
564796,2122,88,1063079.6463636362,712165.0809090909,Výžerky
530735,5207,115,1017559.8160000003,682484.5924347824,Staré Hrady
553948,3202,245,1096628.860653061,854976.3775510204,Milavče
533076,2125,94,1088926.2250000003,711878.4676595746,Pavlovice
541745,3205,64,1107282.38125,827325.18640625,Myslovice
550051,6220,165,1186238.2019393935,645543.3258787879,Plenkovice
541656,2121,3180,1034375.0695817621,791470.2362012594,Rakovník
563137,4204,517,990102.5188394586,833565.8500386846,Kovářská
532061,2101,206,1077966.7156310668,732975.3136893202,Václavice
590878,6106,59,1167115.327457627,665501.5416949152,Komárovice
533726,2110,283,1058085.5636749107,700286.300883392,Svojšice
548871,5204,30,1030522.9463333334,655889.0419999999,Petrovičky
597589,8103,214,1090983.078738318,531857.2716355141,Lomnice
571849,2115,156,1024228.5824999994,697572.3322435897,Chudíř
593699,6215,256,1169315.277812501,584485.1802734373,Zbýšov
540404,2120,611,1071439.5950572826,778908.2110147293,Jince
559571,3208,240,1043923.3618333327,845906.7103749997,Úterý
544361,3102,309,1150348.7676375392,766655.1792556628,Dívčice
555703,4106,240,1006700.7371250001,839715.7074999997,Velichov
588431,7203,162,1154720.5893827158,551763.8838271606,Dřínov
537195,3109,48,1154915.3995833332,793790.5854166668,Zábrdí
558940,3208,527,1064080.8903036048,825769.0736432637,Chotíkov
512923,8117,315,1085899.0093015872,491999.0661904762,Chlebičov
530140,3201,154,1082214.9605844147,810146.2768831166,Milínov
517615,7101,89,1138681.4010112358,510384.64382022485,Rouské
587613,6112,52,1152948.2369230771,673923.7180769233,Olšany
569143,7109,198,1150858.6605555562,548461.2127777778,Křenovice
566667,4207,330,1017845.764818183,785635.7539393933,Ročov
550281,6105,233,1126043.7803433482,671204.9652360512,Hybrálec
564630,2120,147,1088981.6991836731,788549.236870748,Sedlice
594997,6220,203,1187531.0981773392,635832.651182266,Tvořihráz
532011,2102,1259,1057694.6695710886,777155.5886973784,Zdice
578444,5308,2305,1098886.835822125,587924.8771193073,Moravská Třebová
555169,4106,238,992252.3581932771,854427.2288235298,Horní Blatná
560685,4107,205,1008818.0415121947,860753.5167317073,Vintířov
566551,4207,1396,1009716.2164684826,771400.5366189107,Peruc
571491,5304,586,1070574.4463481233,638469.087303754,Hrochův Týnec
599751,2120,46,1090075.8530434782,783162.4319565215,Modřovice
541206,2107,383,1076058.180339425,770375.4048041772,Rosovice
534854,2118,77,1046888.0801298706,705455.0996103898,Hořany
557196,7108,133,1153534.1698496242,553256.5848872178,Pavlovice u Kojetína
530158,2126,211,1105914.718388626,734708.7018483413,Mezno
533785,2106,409,1046498.6536430311,718504.4467481659,Tuklaty
592510,7207,764,1184379.0681675393,546588.0480235604,Polešovice
564028,5102,1694,957465.4342857146,684650.3983234954,Frýdlant
584151,6216,355,1148153.2743943671,596304.933126761,Vranov
581151,5314,314,1071666.9976114652,625826.0322292991,Vraclav
559750,3211,342,1065544.8422514608,810558.7584795316,Bušovice
587711,6105,1540,1121086.5056428674,658504.7806233751,Polná
575771,5311,232,1067132.4640517242,657707.0355172415,Svinčany
541532,3215,65,1055264.4881538467,880715.3821538462,Milíře
585068,7213,17707,1165122.0689320562,520763.714594228,Zlín
591173,6107,642,1166360.154797507,629350.586962616,Mohelno
549991,3108,163,1117406.7131901833,774485.2760736198,Vráž
574511,5201,139,1005189.3434532371,595782.6308633096,Šonov
569321,6102,1210,1111560.5437107445,656205.1837851236,Přibyslav
530000,2125,227,1099509.700396475,701864.9989867839,Křivsoudov
534889,2113,95,1040853.0390526319,711724.7834736843,Starý Vestec
578461,3205,47,1096823.7325531917,835553.1680851061,Mezihoří
559237,3206,357,1042826.8852100837,820529.454761904,Mladotice
537438,2119,525,1045641.6249333329,688262.7891809524,Libice nad Cidlinou
572641,5304,228,1080138.158377193,643465.4257456138,Žumberk
539660,2105,1239,1073595.8408878157,747735.556497174,Slapy
575763,5311,115,1053235.8615652174,664697.017217391,Strašov
552411,7107,386,1123262.9562435234,537361.6325906739,Přáslavice
572373,5307,222,1090772.7771621624,620464.0197747744,Poříčí u Litomyšle
511382,7109,6987,1137678.5669586402,534498.5582367273,Přerov
554189,3202,56,1088133.3496428572,876497.3132142855,Rybník
552551,8106,521,1120543.4029558534,466256.54518234177,Staré Město
583774,6216,383,1171083.2621148822,597125.183968668,Rebešovice
532894,7111,199,1075868.2680904523,572356.4106532661,Bušín
569399,6102,210,1099950.957238094,662183.5601904755,Rozsochatec
571199,2105,219,1069342.6868949768,752001.5672602737,Bratřínov
552020,7107,327,1116718.7972782871,544993.2997859332,Hlušovice
513733,7109,111,1139454.248018018,525600.623063063,Hradčany
534188,2112,435,1070533.7120459757,688439.3796321832,Malešov
571954,2103,209,1026251.5711961729,721535.4543540662,Sudovo Hlavno
536971,2116,716,998635.5560335187,689690.5854748597,Žďár
554359,3202,210,1099737.4832857146,866013.382523809,Trhanov
585807,7204,193,1186613.3946113992,506071.2898963733,Šanov
566144,3202,100,1096292.1149999998,848810.8928999997,Kanice
592480,7208,260,1181260.4866538458,524407.284,Pašovice
542407,4205,158,989970.1896835443,753029.5596835447,Trnovany
538604,2103,271,1029324.5319557199,739697.8226568261,Panenské Břežany
553549,3202,370,1106328.6103513504,865873.7997027023,Česká Kubice
583847,6217,366,1146731.597704918,608780.0898633872,Sentice
558265,3210,129,1091915.821395349,839647.1555813953,Ptenín
546810,4205,108,986324.235648148,751824.4557407408,Chudoslavice
596418,6114,121,1140958.0074380168,637542.1065289258,Petráveč
577162,5104,909,984788.7894829484,661443.077249725,Jablonec nad Jizerou
561479,5106,1301,969372.736725595,717228.3996771711,Cvikov
592498,7208,363,1187726.9319283743,509356.65380165336,Pitín
578738,5307,346,1094296.6487861273,616507.4848843922,Sebranice
593729,6220,113,1191837.9536283182,632937.3645132746,Bantice
556815,3214,397,1135546.4819395472,815163.2776826195,Nezdice na Šumavě
531855,2102,315,1058981.1348888876,773408.7518095236,Tmaň
544515,3113,740,1192958.2905945936,741030.6930810809,Horní Stropnice
537284,7113,210,1087183.3676190483,566103.7147619043,Lesnice
560219,3111,128,1130385.1992187495,797815.7871093751,Drachkov
556319,3203,188,1118585.1479787237,813840.6694148934,Hradešice
535672,2115,1307,1016921.7037949505,700423.5581866859,Dobrovice
552712,3112,79,1130168.4240506333,721318.520379747,Mlýny
563978,3116,63,1158116.3530158729,806589.4630158729,Kubova Huť
561371,6110,45,1119288.5055555555,694333.7255555554,Krasíkovice
579998,5306,316,1070906.518670886,582631.2148417715,Čenkovice
554979,4106,479,994967.3199791237,851022.716617954,Abertamy
531413,2104,78,1077415.3470512822,681416.3606410255,Hraběšín
536946,3111,51,1125744.2658823533,805873.9560784315,Kalenice
535443,2115,1809,1001028.888479826,709966.079900496,Bělá pod Bezdězem
565342,4211,214,1001698.692850468,754299.5378971964,Nové Dvory
560928,3213,582,1069028.1119243987,852425.3954467361,Kladruby
586838,6218,80,1198357.5623750002,544434.47325,Žeraviny
525227,7102,93,1025379.620967742,561849.0179569892,Bílá Voda
559253,3208,100,1063254.2548,811314.1204,Nadryby
514705,7104,2540,1130847.7764409448,523805.1891023622,Lipník nad Bečvou
591114,6113,111,1153149.9182882886,658971.6509909912,Markvartice
584061,6221,293,1180224.1729351536,600722.574129693,Unkovice
597104,6217,68,1136721.8313235296,622274.9036764704,Vratislávka
515787,7109,82,1131591.0279268294,538180.3678048782,Nelešovice
554910,8116,281,1122144.7589323842,503582.75498220633,Vražné
561304,3215,180,1075516.2734999997,873420.4902777777,Třemešné
559563,3208,403,1051566.5777667486,836590.5604218364,Úněšov
579343,3211,29,1081886.2844827583,802210.2331034484,Štítov
565113,4208,113,990903.7514159288,762469.8361061948,Lhotka nad Labem
569615,6102,164,1094653.3621951216,671979.1704878052,Tis
537713,7113,393,1088580.5699491093,567145.5521119593,Leština
540773,7113,687,1084439.361149927,567656.7023289668,Postřelmov
563196,3112,29,1114647.4531034478,736778.8472413793,Radimovice u Tábora
556718,3205,480,1112221.721999999,830207.4213125,Mochtín
509612,8117,435,1089960.7610114948,499265.3500459769,Otice
554600,4105,345,1032423.0598840577,871221.3894782609,Lázně Kynžvart
560260,3211,1042,1061106.4547408838,793113.8729270628,Zbiroh
581232,5314,80,1069621.7484999995,614386.9082500001,Zářecká Lhota
579203,5203,3915,1017700.7409604104,639454.9003652633,Dvůr Králové nad Labem
546933,6113,68,1147399.411764706,652079.2207352939,Okřešice
547255,6105,46,1137805.466086957,687065.073695652,Švábov
563765,3110,98,1146776.9519387756,732225.7932653063,Drahov
582026,6202,53,1124022.0843396229,603171.6918867927,Makov
502545,7107,763,1116210.7299344698,549584.602201835,Horka nad Moravou
567141,4209,243,995668.1479012347,795322.7448971192,Havraň
540919,7113,277,1083969.0912635382,570605.9240794228,Rovensko
536911,3117,62,1139180.7245161294,776850.927419355,Pohorovice
533572,2110,362,1053573.4226243072,684802.3509668504,Ovčáry
570371,7212,227,1158501.511806167,495846.4878854625,Ústí
563820,5108,1424,978906.6335884833,671125.2813061797,Tanvald
537535,3109,46,1146341.7780434783,790705.4541304348,Újezdec
562441,4212,530,942506.2288679234,738108.7331132068,Dolní Poustevna
538167,2122,388,1056249.1596649492,733036.136752577,Dobřejovice
591912,6113,60,1143208.7754999995,644438.487,Vlčatín
571245,5304,173,1069378.361791907,651358.1649132948,Bylany
587044,6105,445,1134713.1579775268,679555.0073483143,Dolní Cerekev
573698,5207,146,1014285.0829452056,666210.8076027395,Úlibice
578151,5308,574,1114489.7883797905,582539.5423867588,Jaroměřice
589276,7108,299,1128503.3237458197,564091.5340468228,Bílovice-Lutotín
545121,3102,489,1153406.0200613493,747067.1995501016,Ševětín
552445,7107,230,1124540.8249999995,533266.9539565223,Daskabát
552500,8106,103,1117785.914563107,461045.3331067959,Pazderna
585921,7211,270,1164569.4175555557,512914.77425925963,Veselá
541907,2121,201,1021558.5398507459,793729.3537313434,Kounov
533246,2110,690,1050856.3627826073,697002.1518840577,Cerhenice
561576,3109,55,1150856.3125454544,788013.5425454543,Budkov
565385,2121,58,1018651.8422413793,782822.5655172415,Kozojedy
556874,7204,119,1179365.1694117645,511988.95991596626,Petrůvka
549452,3107,523,1105046.2125621417,751495.3625812612,Chyšky
561894,5106,230,969104.0829130434,725145.7264782611,Okrouhlá
565008,2103,115,1049102.218869565,723726.138434783,Dobročovice
588989,7203,151,1151679.9907947015,538059.9809933774,Skaštice
550116,3116,116,1145899.0023275858,801626.7474999996,Bohumilice
544337,5101,307,979033.5676872971,703430.350781759,Hamr na Jezeře
587265,6105,83,1129500.5857831328,651450.9791566265,Jersín
594024,6220,142,1198319.1873239435,646537.2816197181,Havraníky
546097,3104,520,1163120.6704230758,694271.1955384611,Český Rudolec
563676,5110,132,988811.5266666665,678905.2760606059,Líšný
574252,5201,668,999029.7851646704,606356.1960928134,Meziměstí
599271,3110,124,1144858.3694354831,733155.3714516126,Zlukov
535958,3102,172,1150429.7884883718,748191.5475000002,Drahotěšice
595730,6114,126,1142189.9434126974,634118.818650794,Jabloňov
542016,2121,251,1029653.6711553781,789732.690756972,Lišany
588849,7203,412,1158665.880266991,556847.9256310682,Pačlavice
571091,5205,638,1036156.6341692789,645958.842821316,Všestary
596582,6217,49,1138966.4016326533,621540.6832653062,Rojetín
565334,2121,81,1039340.8009876546,795028.2734567905,Hvozd
548171,6110,335,1107968.5045373135,701260.3899402985,Košetice
540536,2120,290,1098399.040655173,772852.689896552,Kozárovice
531081,2102,395,1051818.499037973,785304.9738987336,Broumy
574589,5206,130,1023316.2629230769,626278.168846154,Velký Třebešov
577553,5104,729,1001502.7094787371,656121.6099314127,Studenec
536954,3111,47,1129898.8512765958,806447.410638298,Krejnice
594873,6220,493,1202198.0544421908,619679.9242190664,Šanov
544302,7210,725,1134733.440344827,498055.25644137926,Lešná
584541,6211,207,1199755.2214009655,599710.3457004831,Klentnice
573680,5207,208,1004913.7405769237,676985.5381249998,Újezd pod Troskami
576816,5213,167,1052568.6123952083,614149.8560479045,Synkov-Slemeno
503738,7107,417,1132513.2918705037,542307.2063069539,Majetín
548952,5207,87,1026892.7545977009,681197.0201149422,Budčeves
553395,7111,72,1071160.1181944446,561773.6776388887,Rejchartice
539511,2105,493,1062410.148701824,743490.7548884383,Okrouhlo
539406,2105,811,1059648.9141307033,757560.6593218246,Lety
559997,3211,823,1079071.4988942873,802940.4565370589,Mirošov
564419,2120,102,1094250.5600000003,771831.1885294116,Cetyně
535974,2116,179,996486.604469274,698734.5257541897,Jivina
568635,6102,1157,1082848.5855056178,671669.2665082109,Golčův Jeníkov
544922,7210,310,1142218.7497096763,490508.96564516117,Střítež nad Bečvou
530891,2126,263,1091815.641178706,741713.9378707224,Vojkov
563561,5110,260,984922.238961539,671800.2953461537,Držkov
530964,2112,27,1081678.7848148143,687598.0625925926,Bludov
533955,2112,4320,1065684.7917199277,684174.3248680624,Kutná Hora
552330,7110,94,1104184.5276595743,542205.5631914895,Hlásnice
570826,2115,1573,1008872.418029244,701826.7275651615,Kosmonosy
590177,7108,246,1141648.2381300814,559703.2580894305,Vranovice-Kelčice
534561,2112,547,1089775.7430530153,694103.4053382082,Vlastějovice
591611,6113,315,1154975.5763492053,658735.3797142863,Rokytnice nad Rokytnou
585173,7204,244,1176216.9598360653,511669.88557377027,Dolní Lhota
565946,4205,220,991561.9192727266,759447.8192272732,Žalhostice
573116,5207,445,1004812.28177528,684628.8370112356,Libošovice
568902,6111,427,1095680.4645901623,689626.6515456669,Kožlí
537501,2113,1251,1031724.758265388,708651.6321183055,Milovice
550302,6107,177,1162767.533276835,627366.7321468925,Kuroslepy
562637,3114,88,1153039.7055681816,734923.7456818182,Frahelž
594971,6212,257,1180428.1755642018,630695.4629961087,Trstěnice
566705,3201,87,1087082.1562068965,802085.7235632186,Borovno
533645,2110,244,1049956.0162295066,675231.7659426228,Radovesnice II
541222,7106,404,1096789.7029950486,562092.769381188,Úsov
572888,5309,68,1053173.385294117,640883.5742647056,Újezd u Sezemic
546402,3105,140,1155202.302571428,709691.7432142859,Hospříz
555363,4106,310,999418.1313225812,849120.0170000002,Merklín
578169,5307,121,1087555.5496694213,622479.3923140496,Jarošov
581976,6217,572,1136113.1837062938,610003.1947727279,Lomnice
562521,4202,461,963855.2659652923,738696.2691973967,Huntířov
566632,3206,31,1046679.3312903228,805237.2658064514,Černíkovice
547221,3105,516,1160294.0265891452,722318.6198449607,Stráž nad Nežárkou
566136,3202,132,1106139.7485606063,852068.7667424242,Brnířov
577898,5310,153,1102012.9093464056,627568.4983660128,Březiny
540048,2105,252,1074590.4255952374,749434.1584523813,Buš
537683,2119,3460,1043038.1720549134,692503.1484219652,Poděbrady
571016,5212,64,1028207.4017187502,660280.2565625003,Šaplava
538191,2103,229,1036259.5982532755,726884.5168995635,Dřevčice
568015,4214,986,971098.6531338745,767150.9840973628,Chlumec
546267,5101,183,992860.739234972,732799.1693442622,Tuhaň
586391,6210,495,1180897.4430707076,558884.6695151512,Moravany
598305,2103,181,1038531.59762431,725911.5466298341,Svémyslice
577928,5310,567,1110397.8654673728,611561.95324515,Bystré
501841,7107,458,1128244.8731222716,543576.7832314415,Grygov
596914,6101,300,1127056.029633333,614406.4977666666,Ujčov
579319,5214,348,1007263.9416666663,641932.0116666664,Chotěvice
571504,5304,170,1079756.4020588235,634047.8111176472,Hroubovice
541168,7113,651,1077010.020261138,578034.286098311,Štíty
582280,6202,68,1120183.6144117648,604023.678970588,Rozsíčka
583685,6216,368,1168091.7933967398,587457.5360869565,Prace
541117,7102,233,1043398.1472532189,539178.8392274674,Supíkovice
547191,8117,83,1088585.7306024097,506152.1643373496,Jezdkovice
569411,6102,39,1088198.3435897436,669886.3884615384,Rybníček
546429,4207,69,1001718.0057971011,779574.0450724643,Chraberce
567973,4214,285,980404.8996842107,751321.8398245611,Homole u Panny
574317,5201,148,1008436.1210810806,597484.1483108108,Otovice
572837,5204,222,1024961.2021171172,655213.7133783784,Dobrá Voda u Hořic
542440,4205,51,997460.8078431372,752660.8007843137,Oleško
534111,2108,78,1062427.4726923082,779771.5365384618,Otmíče
562823,4212,760,948320.2829736846,725958.8548815793,Staré Křečany
595985,6217,96,1141663.1229166666,618927.1705208331,Kuřimská Nová Ves
548031,5315,233,1062637.0642918453,599394.4008154506,Dlouhoňovice
511986,8110,309,1137761.3211974113,447797.71067961154,Horní Lomná
526622,2104,150,1064312.1024666664,676232.7876000005,Rohozec
583961,6217,196,1139134.1864795915,611934.3304081636,Štěpánovice
561991,5106,306,965750.3925816999,728091.8882352939,Prysk
548251,6102,136,1081062.149779412,674185.7144117645,Podmoky
568970,6111,43,1090188.3055813953,680990.741627907,Kynice
599654,2118,43,1033565.8055813954,691970.7179069768,Nový Dvůr
544272,3102,438,1161066.7099771695,753256.239885845,Borek
572659,5207,3020,1013464.4904470212,671281.543188742,Jičín
593605,6219,263,1142502.9460076047,576282.6686311793,Studnice
563722,3112,143,1128810.4331468532,748173.2688111886,Černýšovice
541648,7210,328,1140788.7941158542,502160.01466463436,Branky
549878,3108,205,1110110.257024389,776047.5894634142,Smetanova Lhota
572543,5302,92,1093458.8405434785,646279.4490217393,Všeradov
534391,2112,113,1084794.0531858397,694464.4189380531,Slavošov
576611,5213,160,1040732.1808124998,606805.569625,Osečnice
541559,3215,100,1055810.0168999995,866835.5224000006,Kočov
586978,6105,314,1131894.4241719749,679151.8478343944,Cejle
598658,3104,46,1153414.1789130438,697340.1450000001,Horní Meziříčko
530620,4214,159,971851.6294968552,768899.7157861635,Přestanov
593290,6205,66,1168979.3651515152,558544.654848485,Malínky
547824,5304,246,1080660.6915853657,650617.1259756091,Křižanovice
592056,7207,345,1196910.9284347824,530909.8460579714,Boršice u Blatnice
536865,3111,108,1126534.8275925922,788653.41,Rovná
595101,6220,124,1182144.8712903222,651253.2443548386,Vranovská Ves
